Variable_A,Variable_B,TimeWindow,n,df,r,CI_95%,p_val,p_adj,is_significant
Immunoglobulin lambda variable 3-9,Mean Value (nm),delta_time2_vs_time1,20,17,-0.0016071584111907336,"[-0.46, 0.45]",0.9947900040244473,0.9968034941158275,False
Immunoglobulin heavy variable 1-45,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3743589743589742,"[-0.71, 0.10]",0.11432143882289364,0.6966882977677518,False
Hemoglobin subunit gamma-1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.20141661958816726,"[-0.60, 0.28]",0.40830732008918247,0.8562882259360183,False
Apolipoprotein F,Mean Value (nm),delta_time2_vs_time1,20,17,-0.11892972242810639,"[-0.54, 0.35]",0.6277217105359469,0.9545053881926984,False
Immunoglobulin gamma-1 heavy chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.35518200887312884,"[-0.70, 0.12]",0.1356324027015626,0.7276641962142183,False
Low affinity immunoglobulin gamma Fc region receptor III-B,Mean Value (nm),delta_time2_vs_time1,20,17,0.08287385804876735,"[-0.39, 0.52]",0.7358941158351542,0.9769906339019859,False
Multiple epidermal growth factor-like domains protein 8,Mean Value (nm),delta_time2_vs_time1,20,17,-0.17849581701813466,"[-0.59, 0.30]",0.464701131587412,0.9003786258757829,False
Complement C4-B,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2425651909510671,"[-0.63, 0.24]",0.31702778778699814,0.8211019703683252,False
Glyceraldehyde-3-phosphate dehydrogenase,Mean Value (nm),delta_time2_vs_time1,20,17,0.14024725992612294,"[-0.34, 0.56]",0.5668721317136158,0.9381462115899457,False
Complement C1r subcomponent,Mean Value (nm),delta_time2_vs_time1,20,17,-0.48546797709202016,"[-0.77, -0.04]",0.03511245405926879,0.5332113903097389,False
Sex hormone-binding globulin,Mean Value (nm),delta_time2_vs_time1,20,17,0.40982539485361047,"[-0.05, 0.73]",0.08140292375550132,0.651605980428528,False
Biotinidase,Mean Value (nm),delta_time2_vs_time1,20,17,0.29562379666347705,"[-0.18, 0.66]",0.2191435219416581,0.8049768931977531,False
Cholinesterase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5811796857015502,"[-0.82, -0.17]",0.009062305241061575,0.4470737252257043,False
Immunoglobulin heavy variable 2-5,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4815309653404934,"[-0.77, -0.03]",0.03684486433838274,0.5332113903097389,False
Immunoglobulin lambda variable 1-36,Mean Value (nm),delta_time2_vs_time1,20,17,-0.027458957440841328,"[-0.48, 0.43]",0.9111520638802125,0.9809260199580644,False
Immunoglobulin kappa variable 3-11,Mean Value (nm),delta_time2_vs_time1,20,17,-0.21657404091210516,"[-0.61, 0.26]",0.37315873319651605,0.8448505927819434,False
Immunoglobulin kappa variable 6-21,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4345662051677208,"[-0.74, 0.02]",0.06299038350310705,0.6315439015565582,False
Immunoglobulin kappa light chain,Mean Value (nm),delta_time2_vs_time1,20,17,0.011284262292906504,"[-0.45, 0.46]",0.9634307174817551,0.9889213341404977,False
Neuropilin-1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.07186434836018198,"[-0.51, 0.40]",0.7700104852629517,0.979264391124706,False
Ficolin-2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4832438144956931,"[-0.77, -0.04]",0.03608321884177997,0.5332113903097389,False
Gamma-glutamyl hydrolase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.36790065837288327,"[-0.70, 0.10]",0.12121132069540601,0.7175710185168036,False
Keratinocyte proline-rich protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.003207056101967252,"[-0.45, 0.46]",0.989603745631523,0.9968034941158275,False
Kyphoscoliosis peptidase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.09875554833382942,"[-0.53, 0.37]",0.6875167670245939,0.9642582977414559,False
Laminin subunit alpha-2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.6261298593133562,"[-0.84, -0.24]",0.004131379443791685,0.33990766434333936,False
Desmoglein-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.26874460694124136,"[-0.21, 0.64]",0.265911646459344,0.8049768931977531,False
Immunoglobulin lambda variable 3-27,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3852247722723951,"[-0.71, 0.08]",0.10336875634962445,0.686523309412449,False
Myosin-9,Mean Value (nm),delta_time2_vs_time1,20,17,0.4683119246925014,"[0.02, 0.76]",0.04314864097670528,0.536503542546452,False
Versican core protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.049821910746909615,"[-0.41, 0.49]",0.8394865114645875,0.979498961893774,False
Proteasome subunit beta type-3,Mean Value (nm),delta_time2_vs_time1,20,17,0.2739745147626949,"[-0.21, 0.65]",0.25635867921303185,0.8049768931977531,False
Alpha-N-acetylglucosaminidase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2381835777953984,"[-0.62, 0.24]",0.32611765089683864,0.8252631383498412,False
Caspase-14,Mean Value (nm),delta_time2_vs_time1,20,17,0.09585886469492397,"[-0.37, 0.53]",0.6962604038438549,0.9642582977414559,False
Histidine-rich glycoprotein,Mean Value (nm),delta_time2_vs_time1,20,17,0.2298899649738329,"[-0.25, 0.62]",0.34373905680499683,0.8391190988614592,False
"ATP synthase subunit alpha, mitochondrial",Mean Value (nm),delta_time2_vs_time1,20,17,0.09743589743589745,"[-0.37, 0.53]",0.6914955018536981,0.9642582977414559,False
Immunoglobulin kappa constant,Mean Value (nm),delta_time2_vs_time1,20,17,-0.10756589890767913,"[-0.54, 0.36]",0.6611591005325546,0.958304521219078,False
Interleukin-1 receptor accessory protein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.1819483884692279,"[-0.59, 0.30]",0.4559639389679222,0.8945221963193981,False
Immunoglobulin lambda variable 9-49,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4956385459568428,"[-0.78, -0.05]",0.030928477698184326,0.5332113903097389,False
Plexin domain-containing protein 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.14759119825121253,"[-0.56, 0.33]",0.5465239569631881,0.9340265511747381,False
Immunoglobulin heavy variable 4-28,Mean Value (nm),delta_time2_vs_time1,20,17,-0.14778019281139276,"[-0.56, 0.33]",0.5460046771988125,0.9340265511747381,False
Desmoplakin,Mean Value (nm),delta_time2_vs_time1,20,17,0.28256116727987357,"[-0.20, 0.65]",0.2411499904929226,0.8049768931977531,False
Endoplasmin,Mean Value (nm),delta_time2_vs_time1,20,17,0.6251846219531548,"[0.24, 0.84]",0.004205265667317097,0.33990766434333936,False
Heparin cofactor 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.2825575515070803,"[-0.20, 0.65]",0.2411562704764414,0.8049768931977531,False
Laminin subunit gamma-1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.0634150328160273,"[-0.50, 0.40]",0.7964740529365131,0.979264391124706,False
Polymeric immunoglobulin receptor,Mean Value (nm),delta_time2_vs_time1,20,17,-0.38799542999673153,"[-0.72, 0.08]",0.10070159138457911,0.6863608465422628,False
Serum amyloid A-4 protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.20836502999226603,"[-0.27, 0.61]",0.39197794559604504,0.8495588946391268,False
Catalase,Mean Value (nm),delta_time2_vs_time1,20,17,0.11767873534031008,"[-0.36, 0.54]",0.631370295128348,0.9545053881926984,False
Complement receptor type 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.33735910272496356,"[-0.69, 0.14]",0.15780484296551867,0.7278539353623202,False
Immunoglobulin kappa variable 1-27,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3540566696958629,"[-0.70, 0.12]",0.1369638207159967,0.7276641962142183,False
Immunoglobulin kappa variable 2-30,Mean Value (nm),delta_time2_vs_time1,20,17,-0.04792943234746205,"[-0.49, 0.42]",0.845512402351865,0.979498961893774,False
Protein-glutamine gamma-glutamyltransferase E,Mean Value (nm),delta_time2_vs_time1,20,17,0.31424423255933626,"[-0.16, 0.67]",0.19010896113469938,0.7663536332122513,False
Periostin,Mean Value (nm),delta_time2_vs_time1,20,17,0.1444915059953899,"[-0.33, 0.56]",0.5550721957401616,0.9340265511747381,False
Albumin,Mean Value (nm),delta_time2_vs_time1,20,17,0.3343916328623646,"[-0.14, 0.68]",0.16172484290981995,0.728464944585102,False
Complement factor B,Mean Value (nm),delta_time2_vs_time1,20,17,0.30700448396508434,"[-0.17, 0.67]",0.20107418177221154,0.777286762373176,False
Probable non-functional immunoglobulinn kappa variable 1-37;Probable non-functional immunoglobulinn kappa variable 1D-37,Mean Value (nm),delta_time2_vs_time1,20,17,0.10906101674093337,"[-0.36, 0.54]",0.6567228348232329,0.9556244789432,False
Immunoglobulin lambda variable 8-61,Mean Value (nm),delta_time2_vs_time1,20,17,0.10319369911883396,"[-0.37, 0.53]",0.6741938805165634,0.9628964182739307,False
Annexin A1,Mean Value (nm),delta_time2_vs_time1,20,17,0.3143473067309657,"[-0.16, 0.67]",0.18995579741591026,0.7663536332122513,False
CD5 antigen-like,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5373493320568176,"[-0.80, -0.11]",0.01766238852887532,0.4933133182336728,False
RB-associated KRAB zinc finger protein,Mean Value (nm),delta_time2_vs_time1,20,17,0.25315849990518796,"[-0.23, 0.63]",0.2956831272001904,0.8049768931977531,False
Immunoglobulin lambda variable 7-46,Mean Value (nm),delta_time2_vs_time1,20,17,-0.42782458910331866,"[-0.74, 0.03]",0.06766278988078551,0.6315439015565582,False
Basement membrane-specific heparan sulfate proteoglycan core protein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.016981184064936355,"[-0.47, 0.44]",0.9449906572797131,0.9828289159510588,False
Vitamin K-dependent protein C,Mean Value (nm),delta_time2_vs_time1,20,17,0.07651385217919547,"[-0.39, 0.51]",0.7555492506923723,0.9769906339019859,False
Immunoglobulin lambda variable 1-40,Mean Value (nm),delta_time2_vs_time1,20,17,-0.25496982566591714,"[-0.64, 0.23]",0.292123232137348,0.8049768931977531,False
Pantetheinase,Mean Value (nm),delta_time2_vs_time1,20,17,0.21968334298475817,"[-0.26, 0.61]",0.3661658411280895,0.8448505927819434,False
Neutrophil defensin 1;Neutrophil defensin 3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5409276413950008,"[-0.80, -0.11]",0.016779630581069686,0.4828804800552276,False
Immunoglobulin lambda variable 2-8,Mean Value (nm),delta_time2_vs_time1,20,17,-0.42782458910331866,"[-0.74, 0.03]",0.06766278988078551,0.6315439015565582,False
Immunoglobulin heavy variable 1-18,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4934156384340317,"[-0.77, -0.05]",0.03180794797240629,0.5332113903097389,False
Immunoglobulin kappa variable 3D-15,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2135263366376316,"[-0.61, 0.27]",0.38008539770428396,0.8448505927819434,False
Extracellular matrix protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.041691729325574585,"[-0.49, 0.42]",0.8654305470710187,0.979498961893774,False
Tubulin alpha-1B chain,Mean Value (nm),delta_time2_vs_time1,20,17,0.6458320447316439,"[0.27, 0.85]",0.0028178293710753783,0.33990766434333936,False
Immunoglobulin lambda variable 5-45,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4283353253594961,"[-0.74, 0.03]",0.06730001503567332,0.6315439015565582,False
Alpha-2-HS-glycoprotein,Mean Value (nm),delta_time2_vs_time1,20,17,0.5190019790995902,"[0.08, 0.79]",0.022785306223603113,0.5303551455531277,False
Cartilage acidic protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.1402472599261233,"[-0.34, 0.56]",0.5668721317136147,0.9381462115899457,False
Coagulation factor IX,Mean Value (nm),delta_time2_vs_time1,20,17,-0.14785857382953801,"[-0.56, 0.33]",0.5457893834340772,0.9340265511747381,False
Integrin alpha-2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.46844162923210864,"[-0.76, -0.02]",0.04308301926050572,0.536503542546452,False
"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",Mean Value (nm),delta_time2_vs_time1,20,17,0.4549230997017393,"[0.00, 0.75]",0.05034503174993385,0.5608328268057147,False
Endophilin-A3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.12064995039188751,"[-0.54, 0.35]",0.6227180412024658,0.9545053881926984,False
Collagen alpha-1(I) chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.09396026057680446,"[-0.53, 0.38]",0.7020113823400739,0.9645298349397277,False
Carboxypeptidase N subunit 2,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3689779956280309,"[-0.71, 0.10]",0.12004198755995675,0.7147327535179034,False
Scavenger receptor cysteine-rich type 1 protein M130,Mean Value (nm),delta_time2_vs_time1,20,17,-0.12342915028539761,"[-0.55, 0.35]",0.614667539166512,0.9545053881926984,False
Annexin A5,Mean Value (nm),delta_time2_vs_time1,20,17,0.09817025841567084,"[-0.37, 0.53]",0.6892804476448003,0.9642582977414559,False
Platelet factor 4,Mean Value (nm),delta_time2_vs_time1,20,17,-0.027272286633376205,"[-0.48, 0.43]",0.9117538161541467,0.9809260199580644,False
Immunoglobulin heavy variable 3-72,Mean Value (nm),delta_time2_vs_time1,20,17,-0.35293547407898596,"[-0.70, 0.12]",0.13829941480851043,0.7278539353623202,False
Protein HEG homolog 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.06750065327000651,"[-0.51, 0.40]",0.783649300572084,0.979264391124706,False
Sulfhydryl oxidase 1,Mean Value (nm),delta_time2_vs_time1,20,17,0.1327731483424092,"[-0.34, 0.55]",0.5879127533032665,0.9501990833419408,False
Corticosteroid-binding globulin,Mean Value (nm),delta_time2_vs_time1,20,17,0.26235135353033806,"[-0.22, 0.64]",0.2778878342007644,0.8049768931977531,False
Angiopoietin-related protein 6,Mean Value (nm),delta_time2_vs_time1,20,17,-0.07141991399020033,"[-0.51, 0.40]",0.7713966923367871,0.979264391124706,False
72 kDa type IV collagenase,Mean Value (nm),delta_time2_vs_time1,20,17,-0.06655037439995928,"[-0.51, 0.40]",0.7866275881699443,0.979264391124706,False
Trypsin-3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.34301991811171645,"[-0.69, 0.13]",0.15050929155185538,0.7278539353623202,False
Complement component C9,Mean Value (nm),delta_time2_vs_time1,20,17,0.39850838510937486,"[-0.07, 0.72]",0.09103350074996766,0.6704883427555219,False
Pyruvate kinase PKM,Mean Value (nm),delta_time2_vs_time1,20,17,0.39826008016593595,"[-0.07, 0.72]",0.09125372232483456,0.6704883427555219,False
Immunoglobulin heavy variable 4-34,Mean Value (nm),delta_time2_vs_time1,20,17,-0.4048761437108041,"[-0.73, 0.06]",0.0855175864828316,0.6558517850254834,False
Immunoglobulin kappa variable 6D-21,Mean Value (nm),delta_time2_vs_time1,20,17,-0.17279368676156648,"[-0.58, 0.31]",0.479314225571139,0.903015757589255,False
Immunoglobulin lambda-1 light chain,Mean Value (nm),delta_time2_vs_time1,20,17,-0.03207056101967277,"[-0.48, 0.43]",0.8963015736691773,0.979498961893774,False
Transforming growth factor-beta-induced protein ig-h3,Mean Value (nm),delta_time2_vs_time1,20,17,-0.1174503257210054,"[-0.54, 0.36]",0.6320373516411111,0.9545053881926984,False
Complement C1q subcomponent subunit A,Mean Value (nm),delta_time2_vs_time1,20,17,-0.6332204140091077,"[-0.84, -0.25]",0.003610470842827217,0.33990766434333936,False
Prolow-density lipoprotein receptor-related protein 1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.34641615492470396,"[-0.69, 0.13]",0.14624616740622373,0.7278539353623202,False
Immunoglobulin heavy constant mu,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2282164943890694,"[-0.62, 0.25]",0.3473603401588329,0.8391190988614592,False
UV-stimulated scaffold protein A,Mean Value (nm),delta_time2_vs_time1,20,17,0.1770283348479316,"[-0.30, 0.58]",0.4684402310299681,0.9003786258757829,False
Complement component C6,Mean Value (nm),delta_time2_vs_time1,20,17,0.161662242720176,"[-0.32, 0.57]",0.508483456699952,0.9145639950367191,False
Angiotensinogen,Mean Value (nm),delta_time2_vs_time1,20,17,0.028733867269256915,"[-0.43, 0.48]",0.9070435169167068,0.9801335421758791,False
Pregnancy zone protein,Mean Value (nm),delta_time2_vs_time1,20,17,-0.43503832041106716,"[-0.74, 0.02]",0.06267249619666478,0.6315439015565582,False
Histone H2A type 1-B/E;Histone H2A type 3;Histone H2A type 1-C,Mean Value (nm),delta_time2_vs_time1,20,17,0.09630619306809883,"[-0.37, 0.53]",0.6949077141736486,0.9642582977414559,False
Desmocollin-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.21644119394545475,"[-0.26, 0.61]",0.37345917145154395,0.8448505927819434,False
Protein Z-dependent protease inhibitor,Mean Value (nm),delta_time2_vs_time1,20,17,0.27013574915831234,"[-0.21, 0.65]",0.2633491502913686,0.8049768931977531,False
Immunoglobulin kappa variable 1-17,Mean Value (nm),delta_time2_vs_time1,20,17,-0.10460845109121056,"[-0.53, 0.37]",0.6699661510603636,0.9624223615302337,False
Fibronectin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.32864551330766256,"[-0.68, 0.15]",0.16950407202887638,0.7378412547139325,False
Probable non-functional immunoglobulin heavy variable 3-38,Mean Value (nm),delta_time2_vs_time1,20,17,-0.10175966581017672,"[-0.53, 0.37]",0.6784887889381944,0.9628964182739307,False
Nucleoside diphosphate kinase 3,Mean Value (nm),delta_time2_vs_time1,20,17,0.3370716757383452,"[-0.14, 0.69]",0.15818164429804782,0.7278539353623202,False
Plasma protease C1 inhibitor,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3578723184321766,"[-0.70, 0.12]",0.1324862766534722,0.7276641962142183,False
Immunoglobulin kappa variable 1-16,Mean Value (nm),delta_time2_vs_time1,20,17,-0.5247027070606761,"[-0.79, -0.09]",0.02108209780244143,0.5303551455531277,False
F-actin-capping protein subunit alpha-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.6007151373217702,"[0.20, 0.83]",0.006531158249848184,0.40962160786545965,False
Cathepsin D,Mean Value (nm),delta_time2_vs_time1,20,17,0.11767873534031038,"[-0.36, 0.54]",0.6313702951283471,0.9545053881926984,False
Anthrax toxin receptor 2,Mean Value (nm),delta_time2_vs_time1,20,17,0.01639174670893958,"[-0.44, 0.47]",0.9468974874352089,0.9829517003836437,False
Talin-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.34788877728906414,"[-0.13, 0.69]",0.14442400404755384,0.7278539353623202,False
Protein disulfide-isomerase,Mean Value (nm),delta_time2_vs_time1,20,17,0.3630338092757577,"[-0.11, 0.70]",0.12659466131876798,0.7218926089642522,False
Junction plakoglobin,Mean Value (nm),delta_time2_vs_time1,20,17,0.24428807850097592,"[-0.24, 0.63]",0.31349536734332284,0.8180886664173361,False
Tenascin,Mean Value (nm),delta_time2_vs_time1,20,17,-0.3784326200321377,"[-0.71, 0.09]",0.1101222678723998,0.6914343607018558,False
Cadherin-related family member 5,Mean Value (nm),delta_time2_vs_time1,20,17,-0.027255877313819923,"[-0.48, 0.43]",0.9118067154629498,0.9809260199580644,False
Kininogen-1,Mean Value (nm),delta_time2_vs_time1,20,17,0.39518748190012987,"[-0.07, 0.72]",0.09401107382567049,0.6759341052508534,False
Alpha-1-antichymotrypsin,Mean Value (nm),delta_time2_vs_time1,20,17,0.329085451296845,"[-0.15, 0.68]",0.1688996330258264,0.7378412547139325,False
Integrin alpha-IIb,Mean Value (nm),delta_time2_vs_time1,20,17,-0.13634710852674597,"[-0.56, 0.34]",0.5778106534161045,0.9471706280681713,False
Serum amyloid P-component,Mean Value (nm),delta_time2_vs_time1,20,17,0.21855736106667198,"[-0.26, 0.61]",0.3686895714128954,0.8448505927819434,False
Inter-alpha-trypsin inhibitor heavy chain H1,Mean Value (nm),delta_time2_vs_time1,20,17,-0.23261656246114973,"[-0.62, 0.25]",0.3378860090371675,0.8374399649820705,False
Probable non-functional immunoglobulin heavy variable 3-35,Mean Value (nm),delta_time2_vs_time1,20,17,-0.2977294722442487,"[-0.66, 0.18]",0.21572314646477875,0.8049768931977531,False
